Quantity,UnitPrice,ItemsInCart,TotalPrice,HasCoupon,OrderMonth,OrderYear,IsHighValueOrder,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,CouponCode_No Coupon,CouponCode_SAVE10,CouponCode_WINTER15
4,301.17,6,1204.68,0,12,2023,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,278.66,2,278.66,1,1,2024,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1,287.46,3,287.46,1,9,2024,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,583.99,2,583.99,1,5,2023,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,468.74,4,1406.22,1,5,2023,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,30.54,1,30.54,0,12,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
5,408.73,10,2043.65,1,10,2024,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
4,126.89,9,507.56,1,11,2023,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2,57.07,3,114.14,1,6,2024,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
3,557.41,4,1672.23,0,7,2023,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
3,448.9,7,1346.7,1,12,2023,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
4,549.76,4,2199.04,1,10,2023,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
3,132.48,4,397.4399999999999,0,2,2024,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
5,489.37,8,2446.85,0,5,2025,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
5,66.31,7,331.55,1,5,2025,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
2,434.3,7,868.6,1,7,2023,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
4,153.09,4,612.36,1,10,2023,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
5,91.67,9,458.35,1,5,2025,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,275.28,9,1101.12,1,10,2023,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
2,139.95,5,279.9,0,4,2023,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
3,148.72,7,446.16,1,7,2024,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2,563.06,6,1126.12,0,12,2023,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,625.51,1,625.51,1,12,2024,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,152.29,6,609.16,1,8,2023,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
5,231.82,6,1159.1,1,6,2024,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
1,150.17,1,150.17,1,1,2025,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
3,70.93,5,212.79,0,6,2024,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
3,361.39,8,1084.17,0,6,2023,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
5,670.48,5,3330.4075,1,7,2024,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
1,359.99,5,359.99,1,7,2023,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
5,674.04,7,3330.4075,1,2,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4,283.16,6,1132.64,0,12,2024,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False
5,260.53,5,1302.65,1,6,2024,1,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3,422.13,7,1266.39,1,4,2023,1,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
5,125.02,9,625.1,1,7,2024,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,198.51,5,198.51,1,4,2024,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
4,224.75,7,899.0,1,3,2024,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True
3,205.86,4,617.58,0,3,2025,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,18.2,4,18.2,1,12,2023,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
3,502.77,8,1508.31,1,5,2023,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
5,305.49,10,1527.45,0,11,2023,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
2,236.33,3,472.66,1,4,2024,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
5,521.25,8,2606.25,0,4,2023,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,167.15,5,167.15,1,9,2024,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
5,466.42,5,2332.1,0,6,2025,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False
1,527.57,3,527.57,1,2,2023,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
3,623.34,3,1870.02,1,3,2025,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
5,501.26,10,2506.3,1,12,2023,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1,655.09,6,655.09,0,12,2024,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
4,264.79,5,1059.16,1,2,2024,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
3,359.73,7,1079.19,1,3,2024,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1,465.33,2,465.33,1,11,2023,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
2,54.41,6,108.82,0,6,2023,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
1,64.66,4,64.66,0,2,2025,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
5,173.96,8,869.8000000000001,1,8,2023,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
1,630.82,5,630.82,1,3,2025,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
1,693.41,4,693.41,0,7,2023,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
3,433.33,4,1299.99,1,6,2025,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
5,374.58,10,1872.9,1,5,2023,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
5,408.56,8,2042.8,1,7,2023,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2,183.67,3,367.34,1,4,2024,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
4,606.57,5,2426.28,1,6,2023,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
4,589.57,8,2358.28,0,6,2024,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
5,659.85,9,3299.25,1,6,2024,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
4,206.84,5,827.36,1,6,2023,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
5,113.87,6,569.35,1,5,2024,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5,628.74,9,3143.7,1,11,2023,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1,678.38,4,678.38,1,2,2025,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3,602.24,8,1806.72,0,2,2023,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
5,658.77,10,3293.85,1,4,2024,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3,271.02,6,813.06,0,5,2023,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
5,375.25,9,1876.25,1,12,2024,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1,312.11,4,312.11,1,5,2025,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
5,307.76,9,1538.8,1,1,2023,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
3,483.53,4,1450.59,0,2,2025,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
3,341.15,4,1023.45,1,1,2023,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,571.9,1,571.9,1,9,2024,0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
4,95.03,8,380.12,1,1,2025,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
5,201.22,6,1006.1,1,8,2023,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
1,260.26,5,260.26,1,7,2024,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
5,64.5,8,322.5,1,2,2024,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3,297.67,6,893.01,0,9,2024,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
4,331.9,5,1327.6,1,4,2024,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,191.76,1,191.76,1,6,2023,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
4,263.09,8,1052.36,1,1,2025,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
4,393.8,7,1575.2,1,1,2023,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3,553.57,4,1660.71,1,11,2024,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
5,191.63,6,958.15,1,10,2023,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,93.02,4,93.02,0,4,2023,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2,39.53,3,79.06,1,6,2024,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
3,633.97,7,1901.91,1,12,2023,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
4,697.5,7,2790.0,1,12,2023,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
5,508.69,10,2543.45,1,7,2023,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,527.46,3,1054.92,1,1,2025,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,627.2,1,627.2,1,2,2024,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
1,75.01,3,75.01,0,7,2024,0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
5,529.55,10,2647.75,0,7,2023,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
3,127.41,7,382.23,1,4,2025,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
5,287.13,10,1435.65,1,12,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,427.06,1,427.06,1,9,2023,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
5,53.93,7,269.65,1,9,2024,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
5,423.93,5,2119.65,1,1,2024,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
4,160.22,9,640.88,1,9,2024,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
1,538.68,6,538.68,0,4,2025,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
5,337.38,5,1686.9,0,4,2023,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
1,620.21,1,620.21,1,11,2024,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,99.1,6,198.2,0,3,2023,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
4,451.97,7,1807.88,1,1,2025,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4,66.1,9,264.4,1,12,2023,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
4,547.32,8,2189.28,1,8,2023,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3,412.53,6,1237.59,1,1,2025,1,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
5,84.13,9,420.65,1,6,2023,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False
2,518.23,5,1036.46,0,1,2024,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2,39.51,5,79.02,0,6,2024,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
5,133.01,10,665.05,0,4,2025,0,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,118.8,6,118.8,1,10,2023,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
2,139.57,4,279.14,1,5,2025,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1,184.15,5,184.15,1,4,2025,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
2,644.05,5,1288.1,1,7,2023,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
5,55.41,5,277.05,0,10,2023,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,310.93,3,310.93,0,1,2023,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2,216.66,6,433.32,1,4,2024,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,452.7,5,452.7,1,11,2024,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
2,288.21,5,576.42,0,10,2023,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,206.6,6,826.4,1,6,2023,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
4,685.2,6,2740.8,1,7,2024,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5,22.94,10,114.7,0,4,2023,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2,301.88,5,603.76,1,3,2023,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
5,57.45,10,287.25,0,3,2025,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1,161.24,3,161.24,1,12,2024,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
4,262.58,8,1050.32,1,11,2024,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4,515.19,9,2060.76,1,12,2024,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1,450.07,6,450.07,1,6,2023,0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1,52.54,6,52.54,1,10,2024,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
2,424.32,6,848.64,0,9,2023,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
3,631.64,3,1894.92,1,8,2023,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
5,327.68,6,1638.4,0,10,2023,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,414.47,3,414.47,1,5,2023,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
4,221.33,5,885.32,0,2,2023,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False
1,512.39,2,512.39,1,4,2024,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3,459.34,3,1378.02,1,1,2025,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1,146.32,4,146.32,1,9,2024,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True
4,83.6,4,334.4,1,11,2024,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
2,328.54,6,657.08,1,12,2023,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5,314.94,8,1574.7,1,5,2024,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2,69.64,6,139.28,0,5,2024,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
1,135.17,6,135.17,1,6,2024,0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
1,487.21,3,487.21,1,3,2024,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
5,509.58,6,2547.9,1,10,2023,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2,416.81,2,833.62,0,4,2024,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2,160.0,4,320.0,1,9,2023,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3,253.05,3,759.1500000000001,0,8,2024,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
5,615.1,10,3075.5,1,1,2024,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
1,183.18,6,183.18,1,4,2023,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,75.78,5,75.78,1,7,2023,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,675.57,1,675.57,1,5,2025,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,109.29,5,109.29,1,11,2024,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1,639.83,2,639.83,1,3,2024,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
5,62.81,9,314.05,1,6,2023,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
4,615.83,4,2463.32,1,5,2025,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
4,510.58,7,2042.32,1,7,2024,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,334.39,2,334.39,0,7,2024,0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
1,144.25,2,144.25,1,10,2024,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,401.82,5,401.82,1,6,2024,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,252.68,1,252.68,0,3,2025,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
5,662.78,9,3313.9,1,5,2023,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
4,434.42,6,1737.68,1,3,2023,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
5,513.49,8,2567.45,0,2,2024,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
1,432.47,4,432.47,1,7,2023,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,45.94,2,45.94,1,8,2024,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,418.36,5,418.36,1,6,2025,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
5,676.98,5,3330.4075,0,11,2023,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
4,263.62,5,1054.48,1,9,2023,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
5,551.27,7,2756.35,1,4,2025,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
3,508.12,8,1524.36,1,1,2023,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,14.93,4,29.86,0,2,2025,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
3,229.34,6,688.02,1,11,2023,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2,438.62,3,877.24,1,4,2025,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2,513.59,4,1027.18,1,1,2024,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2,253.74,5,507.48,1,3,2025,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
3,62.77,6,188.31,1,11,2024,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
4,25.29,8,101.16,0,2,2023,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,335.1,6,335.1,1,6,2023,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
4,484.85,5,1939.4,1,4,2023,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
3,381.41,6,1144.23,0,3,2025,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
5,347.92,6,1739.6,1,1,2023,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
4,15.01,6,60.04,0,5,2024,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3,404.79,6,1214.37,1,8,2023,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
4,611.26,5,2445.04,1,2,2023,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
3,346.52,3,1039.56,1,3,2023,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,36.65,1,36.65,1,12,2024,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
3,149.34,7,448.02,1,9,2023,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
5,467.81,10,2339.05,0,7,2024,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
5,420.7,5,2103.5,1,1,2023,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
5,606.52,6,3032.6,1,10,2023,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,420.26,4,420.26,1,1,2025,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3,505.79,3,1517.37,1,7,2023,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
4,493.73,6,1974.92,1,6,2025,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
3,201.21,3,603.63,1,3,2025,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3,112.29,6,336.87,0,10,2024,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False
4,132.56,8,530.24,1,7,2023,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
3,539.46,4,1618.38,1,4,2023,1,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False
5,508.59,8,2542.95,1,4,2024,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
4,203.46,7,813.84,1,2,2024,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
3,565.25,7,1695.75,1,5,2023,1,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3,136.84,4,410.52,1,8,2023,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
2,464.5,2,929.0,1,6,2025,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2,434.97,7,869.94,0,6,2023,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2,43.67,4,87.34,1,7,2023,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1,171.59,5,171.59,1,7,2023,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,558.27,1,558.27,0,5,2025,0,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False
2,425.03,2,850.06,1,2,2023,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1,376.76,5,376.76,1,12,2024,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
5,575.24,7,2876.2,1,3,2024,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3,568.02,3,1704.06,1,9,2024,1,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
3,94.88,8,284.64,0,2,2025,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
